repeat	model	auc	brier
118	clinical_lineages	0.4818181818181818	0.20907355240580602
118	clinical_lineages_pair	0.5615384615384614	0.20125355019878358
119	clinical	0.5370629370629372	0.1892222919610875
119	clinical_pair	0.5951048951048951	0.19034295467226772
119	clinical_lineages	0.5727272727272728	0.1907262622771344
119	clinical_lineages_pair	0.648951048951049	0.1867310577780947
120	clinical	0.5209790209790209	0.1918481188708485
120	clinical_pair	0.616083916083916	0.18316156356219399
120	clinical_lineages	0.5811188811188811	0.1932120990931572
120	clinical_lineages_pair	0.6762237762237762	0.18351830811902084
121	clinical	0.5545454545454545	0.1883264497092866
121	clinical_pair	0.6524475524475525	0.17659255089537465
121	clinical_lineages	0.5958041958041957	0.19046588827906852
121	clinical_lineages_pair	0.7034965034965035	0.17747624092571174
122	clinical	0.5146853146853148	0.19200807458686378
122	clinical_pair	0.6265734265734266	0.18097659727849866
122	clinical_lineages	0.5167832167832168	0.2018344239792871
122	clinical_lineages_pair	0.6580419580419581	0.18741967004665233
123	clinical	0.5244755244755245	0.1897712411208494
123	clinical_pair	0.6601398601398601	0.17677997914348342
123	clinical_lineages	0.5895104895104895	0.19506304305396543
123	clinical_lineages_pair	0.7048951048951049	0.1828761023316237
124	clinical	0.5272727272727272	0.19265906101963307
124	clinical_pair	0.6111888111888112	0.19529638587031792
124	clinical_lineages	0.5356643356643357	0.19874518603779862
124	clinical_lineages_pair	0.6265734265734266	0.19980429016664789
125	clinical	0.39230769230769225	0.2088608696434136
125	clinical_pair	0.5013986013986014	0.20166746437862568
125	clinical_lineages	0.4552447552447552	0.20932759171520834
125	clinical_lineages_pair	0.5825174825174826	0.20545352070793296
126	clinical	0.5223776223776224	0.19320983409180612
126	clinical_pair	0.5657342657342658	0.20063619872189808
126	clinical_lineages	0.5293706293706293	0.20307935460854157
