repeat	model	auc	brier
126	clinical_lineages_pair	0.6237762237762238	0.19976257577152162
127	clinical	0.47412587412587404	0.19826439748568692
127	clinical_pair	0.5769230769230768	0.18820601612857807
127	clinical_lineages	0.5265734265734265	0.20172256180281883
127	clinical_lineages_pair	0.6258741258741258	0.1904741592865356
128	clinical	0.4825174825174825	0.1966659120074123
128	clinical_pair	0.576923076923077	0.20128134808596015
128	clinical_lineages	0.5027972027972027	0.20349262478122793
128	clinical_lineages_pair	0.6118881118881119	0.20664622164478158
129	clinical	0.49720279720279714	0.19653725783257364
129	clinical_pair	0.5937062937062937	0.18724630255690816
129	clinical_lineages	0.4573426573426573	0.21673101095436276
129	clinical_lineages_pair	0.5804195804195804	0.204287187582846
130	clinical	0.5048951048951049	0.1916887354377079
130	clinical_pair	0.6160839160839161	0.18374539299983209
130	clinical_lineages	0.5496503496503496	0.19578379852766906
130	clinical_lineages_pair	0.6517482517482518	0.188308499270057
131	clinical	0.43776223776223777	0.20075663241063946
131	clinical_pair	0.5559440559440559	0.19328554940052706
131	clinical_lineages	0.46153846153846156	0.2136621155734729
131	clinical_lineages_pair	0.5832167832167833	0.1989583249864483
132	clinical	0.4783216783216783	0.19917633547785493
132	clinical_pair	0.5412587412587413	0.19832481415826658
132	clinical_lineages	0.49860139860139857	0.20620638699084776
132	clinical_lineages_pair	0.5727272727272728	0.2044359282935115
133	clinical	0.48041958041958044	0.1952920549226789
133	clinical_pair	0.613986013986014	0.18280370778608493
133	clinical_lineages	0.5321678321678321	0.19817066815452475
133	clinical_lineages_pair	0.6482517482517482	0.1874090167585721
134	clinical	0.48181818181818176	0.1958891668856025
134	clinical_pair	0.5678321678321678	0.19623920979936088
134	clinical_lineages	0.5587412587412588	0.20308945349859622
134	clinical_lineages_pair	0.6286713286713287	0.20240933202809253
135	clinical	0.5636363636363636	0.19007838141089664
135	clinical_pair	0.6181818181818182	0.19047669952303717
135	clinical_lineages	0.509090909090909	0.2034702847046733
135	clinical_lineages_pair	0.6377622377622377	0.1978880343627672
136	clinical	0.4573426573426574	0.19909975806747546
136	clinical_pair	0.5482517482517483	0.19507319248378996
136	clinical_lineages	0.49090909090909085	0.20749674121760817
136	clinical_lineages_pair	0.586013986013986	0.1992551201403863
137	clinical	0.48111888111888107	0.19461634691111945
137	clinical_pair	0.5916083916083916	0.19048855236339418
137	clinical_lineages	0.5335664335664336	0.20017751810707732
137	clinical_lineages_pair	0.6125874125874126	0.19262598768426106
138	clinical	0.5209790209790209	0.19423781831894354
138	clinical_pair	0.6251748251748251	0.18521171343318865
138	clinical_lineages	0.5104895104895105	0.2042119219019671
138	clinical_lineages_pair	0.6293706293706294	0.19477916631312372
139	clinical	0.4881118881118881	0.19441799016032396
139	clinical_pair	0.5769230769230769	0.1895504494007506
139	clinical_lineages	0.5286713286713287	0.1986303220267165
139	clinical_lineages_pair	0.6321678321678321	0.19057436802790817
140	clinical	0.44475524475524475	0.2015159592028446
140	clinical_pair	0.551048951048951	0.2025996459042003
140	clinical_lineages	0.45874125874125876	0.2146760372458529
140	clinical_lineages_pair	0.5818181818181818	0.2161827173026662
141	clinical	0.47202797202797203	0.19852800904004156
141	clinical_pair	0.5503496503496503	0.19456174745855914
141	clinical_lineages	0.5230769230769231	0.20432830964609602
141	clinical_lineages_pair	0.6237762237762238	0.20064962863933444
142	clinical	0.5174825174825175	0.19206521863534418
142	clinical_pair	0.6111888111888112	0.18327587190047429
142	clinical_lineages	0.5517482517482517	0.19704525006419318
142	clinical_lineages_pair	0.6440559440559441	0.18527942852341567
143	clinical	0.5013986013986014	0.19434430195899785
143	clinical_pair	0.5972027972027971	0.1880784279541948
143	clinical_lineages	0.5377622377622377	0.19571610262928815
143	clinical_lineages_pair	0.644055944055944	0.18605471863610387
144	clinical	0.4902097902097902	0.19367661448734108
144	clinical_pair	0.6251748251748253	0.18512368579260283
144	clinical_lineages	0.5363636363636363	0.19699594508971982
144	clinical_lineages_pair	0.6594405594405595	0.18294140558684613
145	clinical	0.4874125874125874	0.1928680594262701
145	clinical_pair	0.5923076923076922	0.18620610582644997
145	clinical_lineages	0.5496503496503496	0.195688829801448
145	clinical_lineages_pair	0.6552447552447553	0.18436947293982994
146	clinical	0.44825174825174824	0.19767877650694404
146	clinical_pair	0.5524475524475525	0.19192894241509112
146	clinical_lineages	0.5097902097902098	0.20258964509861185
146	clinical_lineages_pair	0.6216783216783217	0.1932888290739379
147	clinical	0.40909090909090906	0.20364718238151341
147	clinical_pair	0.5895104895104895	0.18884603370877412
147	clinical_lineages	0.47762237762237764	0.21827379674294092
147	clinical_lineages_pair	0.6300699300699301	0.1989239423426171
148	clinical	0.49650349650349657	0.1936549666281022
148	clinical_pair	0.5902097902097903	0.18792146801736037
148	clinical_lineages	0.534965034965035	0.1980705829014477
148	clinical_lineages_pair	0.6531468531468532	0.1874604313752068
149	clinical	0.4867132867132866	0.1969629259195527
149	clinical_pair	0.5685314685314685	0.19194076481449598
149	clinical_lineages	0.5412587412587413	0.19857652910957174
149	clinical_lineages_pair	0.6440559440559441	0.19114928212668247
150	clinical	0.48811188811188816	0.1943885011268086
150	clinical_pair	0.6146853146853146	0.1848188961715229
150	clinical_lineages	0.5335664335664336	0.20289814733862616
150	clinical_lineages_pair	0.637062937062937	0.19038180860776352
151	clinical	0.48041958041958044	0.19434252440673255
151	clinical_pair	0.606993006993007	0.19016351583959587
151	clinical_lineages	0.5321678321678321	0.19740710481668866
151	clinical_lineages_pair	0.6363636363636365	0.1949635173800687
152	clinical	0.4356643356643356	0.20037257500969802
152	clinical_pair	0.5846153846153845	0.192624191147408
152	clinical_lineages	0.509090909090909	0.20416223694007285
152	clinical_lineages_pair	0.6237762237762238	0.20120281135157736
153	clinical	0.5237762237762238	0.1918974514770466
153	clinical_pair	0.6202797202797202	0.18021796433651002
153	clinical_lineages	0.5587412587412588	0.19495563279061265
153	clinical_lineages_pair	0.6636363636363636	0.18553135267818743
154	clinical	0.47972027972027975	0.19944323925022814
154	clinical_pair	0.5503496503496503	0.191915066257161
154	clinical_lineages	0.4972027972027972	0.2041433418730108
154	clinical_lineages_pair	0.6027972027972028	0.19471017985125932
155	clinical	0.534965034965035	0.19070625427125606
155	clinical_pair	0.6272727272727272	0.18083778428333544
155	clinical_lineages	0.5594405594405594	0.19497068681869456
155	clinical_lineages_pair	0.6587412587412587	0.18723193695119977
156	clinical	0.46713286713286706	0.19502391525027127
156	clinical_pair	0.5916083916083916	0.18669130554219082
156	clinical_lineages	0.5356643356643356	0.21710666596726458
156	clinical_lineages_pair	0.6041958041958042	0.20586041562611007
157	clinical	0.4888111888111888	0.19624270031356467
157	clinical_pair	0.6006993006993007	0.18846346554870735
157	clinical_lineages	0.5391608391608391	0.19757861476619387
157	clinical_lineages_pair	0.6426573426573426	0.18899286352019723
158	clinical	0.40349650349650357	0.20685975352266567
158	clinical_pair	0.5468531468531469	0.1930207147097801
158	clinical_lineages	0.4601398601398601	0.21274182474402573
158	clinical_lineages_pair	0.602097902097902	0.19290783726402044
159	clinical	0.5146853146853146	0.19150262309618687
159	clinical_pair	0.6244755244755245	0.18649954451690362
159	clinical_lineages	0.5538461538461539	0.20512209207912857
159	clinical_lineages_pair	0.6622377622377622	0.19543917532593227
160	clinical	0.40349650349650346	0.20505195751897945
160	clinical_pair	0.5342657342657342	0.19626361604165413
160	clinical_lineages	0.44475524475524475	0.20912111963495794
160	clinical_lineages_pair	0.5818181818181818	0.1985406627088109
161	clinical	0.4538461538461538	0.19743564531950922
161	clinical_pair	0.5734265734265734	0.1924953066081933
161	clinical_lineages	0.5167832167832168	0.2007924562429622
161	clinical_lineages_pair	0.6174825174825175	0.19648254328380296
162	clinical	0.4657342657342657	0.19504675248414535
162	clinical_pair	0.5692307692307692	0.19410783948369273
162	clinical_lineages	0.5524475524475524	0.19709087915685494
162	clinical_lineages_pair	0.6181818181818182	0.1922796063027714
163	clinical	0.42027972027972027	0.20802777134783818
163	clinical_pair	0.5461538461538461	0.19845131086552711
163	clinical_lineages	0.45734265734265733	0.21615760454316926
163	clinical_lineages_pair	0.5601398601398602	0.20596001798684996
164	clinical	0.4853146853146853	0.1986146202722503
164	clinical_pair	0.5825174825174825	0.18932425815458143
164	clinical_lineages	0.49020979020979016	0.20726768393966175
164	clinical_lineages_pair	0.6160839160839161	0.19560005371120967
165	clinical	0.551048951048951	0.18828728776636489
165	clinical_pair	0.6237762237762238	0.18894461993010436
165	clinical_lineages	0.5657342657342657	0.19215058131173252
165	clinical_lineages_pair	0.6328671328671329	0.1906038791925035
166	clinical	0.47692307692307695	0.19475686848085932
166	clinical_pair	0.5811188811188811	0.18989705888595945
166	clinical_lineages	0.5412587412587413	0.19563059905429583
166	clinical_lineages_pair	0.644055944055944	0.18888388210776488
167	clinical	0.4601398601398601	0.19685224307958085
167	clinical_pair	0.5951048951048952	0.18465425183997014
167	clinical_lineages	0.4951048951048951	0.2050249908780635
167	clinical_lineages_pair	0.6237762237762238	0.1908588516122893
168	clinical	0.46503496503496505	0.20078766152449268
168	clinical_pair	0.5468531468531468	0.19758534386167814
168	clinical_lineages	0.4713286713286713	0.21472184122472343
168	clinical_lineages_pair	0.5755244755244755	0.20850927974914804
169	clinical	0.4671328671328671	0.19595181175402582
169	clinical_pair	0.6104895104895105	0.18452926215989532
169	clinical_lineages	0.5377622377622377	0.19935940096297228
169	clinical_lineages_pair	0.6363636363636364	0.19094597656283965
170	clinical	0.5328671328671328	0.18989736607156651
170	clinical_pair	0.609090909090909	0.183697162290214
170	clinical_lineages	0.5426573426573427	0.1965443247496682
170	clinical_lineages_pair	0.6188811188811189	0.1912264746726745
171	clinical	0.527972027972028	0.19136123142594852
171	clinical_pair	0.5993006993006993	0.18851660285369315
171	clinical_lineages	0.5678321678321678	0.20093937674681536
171	clinical_lineages_pair	0.6384615384615384	0.19410441577280152
172	clinical	0.4573426573426573	0.19767586240964144
172	clinical_pair	0.5734265734265734	0.18596090964831194
172	clinical_lineages	0.46923076923076923	0.20951193402220147
172	clinical_lineages_pair	0.5895104895104896	0.19657782454997777
173	clinical	0.4461538461538461	0.20024032667230032
173	clinical_pair	0.5650349650349651	0.18899222263316134
173	clinical_lineages	0.5181818181818182	0.20486600623011814
173	clinical_lineages_pair	0.641958041958042	0.1928575834251166
174	clinical	0.5167832167832167	0.19035152886795
174	clinical_pair	0.618881118881119	0.18276249026787492
174	clinical_lineages	0.593006993006993	0.19459875154995143
174	clinical_lineages_pair	0.6895104895104895	0.18128857348829314
175	clinical	0.47902097902097895	0.1977116730034683
175	clinical_pair	0.5909090909090909	0.193687824676589
175	clinical_lineages	0.5146853146853146	0.20335012445952963
175	clinical_lineages_pair	0.6167832167832168	0.19700167916372416
176	clinical	0.5384615384615385	0.1869087256706027
176	clinical_pair	0.637062937062937	0.179037920739485
176	clinical_lineages	0.6097902097902098	0.1885821176541002
176	clinical_lineages_pair	0.6608391608391608	0.180004465670516
177	clinical	0.4839160839160839	0.19517349714399196
177	clinical_pair	0.6181818181818183	0.18399107696642356
177	clinical_lineages	0.5475524475524476	0.19788510289737163
177	clinical_lineages_pair	0.6580419580419581	0.18151948266711487
178	clinical	0.4496503496503496	0.19656123861223185
178	clinical_pair	0.5804195804195804	0.18601998751807483
178	clinical_lineages	0.5307692307692308	0.19833822663541129
178	clinical_lineages_pair	0.6608391608391608	0.1889121602984271
179	clinical	0.5769230769230769	0.1861418987997355
179	clinical_pair	0.6608391608391608	0.1750676323145501
179	clinical_lineages	0.5685314685314686	0.20898141411763732
179	clinical_lineages_pair	0.6587412587412588	0.19185316852138884
180	clinical	0.42027972027972027	0.20529761995576226
180	clinical_pair	0.5720279720279721	0.1923303829205553
180	clinical_lineages	0.4517482517482518	0.2180491440780413
180	clinical_lineages_pair	0.586013986013986	0.19882417438313385
181	clinical	0.42797202797202794	0.2021308403218369
181	clinical_pair	0.551048951048951	0.2011526136909466
181	clinical_lineages	0.49650349650349646	0.20554202074598535
181	clinical_lineages_pair	0.5748251748251748	0.20732317117678845
182	clinical	0.5594405594405594	0.18940593468484182
182	clinical_pair	0.6139860139860139	0.18466033069803156
182	clinical_lineages	0.5923076923076924	0.18960655670938922
182	clinical_lineages_pair	0.6727272727272727	0.1817494840560881
183	clinical	0.4909090909090909	0.19329448138216015
183	clinical_pair	0.6265734265734266	0.18059454579954567
183	clinical_lineages	0.5671328671328671	0.19674473885820412
183	clinical_lineages_pair	0.6678321678321678	0.1807290660650846
184	clinical	0.44405594405594406	0.20107905186248715
184	clinical_pair	0.5699300699300699	0.19362090979848576
184	clinical_lineages	0.493006993006993	0.2123261336280318
184	clinical_lineages_pair	0.5867132867132868	0.20530180087751387
185	clinical	0.4818181818181818	0.19631034846529366
185	clinical_pair	0.5811188811188811	0.19632506009771283
185	clinical_lineages	0.5216783216783216	0.20131739860277365
185	clinical_lineages_pair	0.6265734265734265	0.1927685785936997
186	clinical	0.47482517482517483	0.196901206415068
186	clinical_pair	0.5993006993006993	0.18749871096663717
186	clinical_lineages	0.5461538461538461	0.19671950016941325
186	clinical_lineages_pair	0.6398601398601399	0.18253690215968196
187	clinical	0.5146853146853148	0.19132448816589573
187	clinical_pair	0.6125874125874126	0.18413134843648507
187	clinical_lineages	0.5517482517482517	0.19541168143463072
187	clinical_lineages_pair	0.634965034965035	0.18545733443849582
188	clinical	0.509090909090909	0.19188313157465614
188	clinical_pair	0.6118881118881119	0.1828863779069793
188	clinical_lineages	0.5643356643356643	0.19763254593823168
188	clinical_lineages_pair	0.6510489510489511	0.18504132292782488
189	clinical	0.5286713286713287	0.19042186797541705
189	clinical_pair	0.6356643356643357	0.18459470653264795
189	clinical_lineages	0.56993006993007	0.19426234209089435
189	clinical_lineages_pair	0.6433566433566433	0.19103515624557274
190	clinical	0.4706293706293706	0.19674619143256541
190	clinical_pair	0.6048951048951049	0.18500458891502353
190	clinical_lineages	0.544055944055944	0.1966063656193471
190	clinical_lineages_pair	0.6468531468531469	0.18849408143553098
191	clinical	0.5272727272727272	0.19198409177346573
191	clinical_pair	0.6237762237762238	0.18533749922590187
191	clinical_lineages	0.5594405594405594	0.19600109558957818
191	clinical_lineages_pair	0.6811188811188811	0.17940258558310201
192	clinical	0.45314685314685316	0.20012389760809343
192	clinical_pair	0.5349650349650349	0.19286343457580712
192	clinical_lineages	0.5321678321678321	0.20205531799414386
192	clinical_lineages_pair	0.613986013986014	0.19296034840767656
193	clinical	0.47062937062937066	0.19742012464501277
193	clinical_pair	0.6111888111888112	0.18423089697023293
193	clinical_lineages	0.5685314685314685	0.198057817747046
193	clinical_lineages_pair	0.6692307692307692	0.1816703806884787
194	clinical	0.4251748251748252	0.20510624843054798
194	clinical_pair	0.5475524475524475	0.1965153863212006
194	clinical_lineages	0.4769230769230769	0.2141953031905886
194	clinical_lineages_pair	0.6013986013986015	0.203629482915624
195	clinical	0.4524475524475524	0.1955114150012718
195	clinical_pair	0.586013986013986	0.18978704733082705
195	clinical_lineages	0.5195804195804196	0.19858721435735519
195	clinical_lineages_pair	0.6237762237762238	0.19272041200498932
196	clinical	0.4965034965034964	0.19560360948783312
196	clinical_pair	0.5510489510489511	0.2015832328076069
196	clinical_lineages	0.5020979020979022	0.2068379354144506
196	clinical_lineages_pair	0.5811188811188811	0.204807791968506
197	clinical	0.4755244755244754	0.19699943744491202
197	clinical_pair	0.534965034965035	0.191951743645125
197	clinical_lineages	0.5307692307692308	0.19883864072960342
197	clinical_lineages_pair	0.5937062937062937	0.191939941278781
198	clinical	0.4643356643356643	0.19717214398322072
198	clinical_pair	0.5762237762237762	0.18714431266176348
198	clinical_lineages	0.5223776223776224	0.19842473960707757
198	clinical_lineages_pair	0.6314685314685314	0.18658411707351277
199	clinical	0.46783216783216786	0.1962904629603953
199	clinical_pair	0.5769230769230769	0.193606252127639
199	clinical_lineages	0.5188811188811189	0.2002123875517797
199	clinical_lineages_pair	0.6321678321678321	0.19542040847667289
