patient_id	published_lineage	gene	cells	mean_log_normalized_expression	percent_expressing
BC22	T_NK	CCL7	926	0	0
BC22	T_NK	CCL13	926	0.00492411204737453	0.215982721382289
BC22	T_NK	CCL19	926	0.00269453918619621	0.107991360691145
BC22	T_NK	ACKR4	926	0.00149207592012382	0.107991360691145
BC22	T_NK	APOA1	926	0.0141976614941237	0.647948164146868
BC22	T_NK	SCARB1	926	0.0196493893909838	0.971922246220302
BC22	T_NK	LRP2	926	0	0
BC22	T_NK	GPC6	926	0.0113894160013181	0.539956803455724
BC3	T_NK	TAC4	526	0	0
BC3	T_NK	TACR2	526	0	0
BC3	T_NK	CCL7	526	0	0
BC3	T_NK	CCL13	526	0.0106236772912615	0.380228136882129
BC3	T_NK	CCL19	526	0	0
BC3	T_NK	ACKR4	526	0	0
BC3	T_NK	APOA1	526	0	0
BC3	T_NK	SCARB1	526	0.0294571920275426	1.14068441064639
BC3	T_NK	LRP2	526	0	0
BC3	T_NK	GPC6	526	0.00530529151334552	0.190114068441065
BC5	T_NK	TAC4	220	0	0
BC5	T_NK	TACR2	220	0	0
BC5	T_NK	CCL7	220	0.0118780443845276	0.454545454545455
BC5	T_NK	CCL13	220	0	0
BC5	T_NK	CCL19	220	0	0
BC5	T_NK	ACKR4	220	0	0
BC5	T_NK	APOA1	220	0	0
BC5	T_NK	SCARB1	220	0.0198034127809647	0.909090909090909
BC5	T_NK	LRP2	220	0	0
BC5	T_NK	GPC6	220	0.0101290938225204	0.454545454545455
BC6	T_NK	TAC4	184	0	0
BC6	T_NK	TACR2	184	0	0
BC6	T_NK	CCL7	184	0	0
BC6	T_NK	CCL13	184	0	0
BC6	T_NK	CCL19	184	0	0
BC6	T_NK	ACKR4	184	0	0
BC6	T_NK	APOA1	184	0	0
BC6	T_NK	SCARB1	184	0	0
BC6	T_NK	LRP2	184	0	0
BC6	T_NK	GPC6	184	0	0
