geo_accession	ABI3BP	ACKR4	ACP5	AIF1	AK5	AKAP6	ANPEP	APOC1	APOD	AQP1	ARHGAP29	ARHGEF15	ASPN	ATP6V0D2	BCL6B	C1ORF162	C1QA	C1QB	C1QC	C1QTNF3	C1R	C1S	C3AR1	C5AR1	CA2	CALCRL	CCL13	CCL3	CCL3L1	CCL5	CD14	CD163	CD1C	CD2	CD248	CD33	CD34	CD3D	CD3E	CD3G	CD52	CD68	CD69	CD7	CD84	CD8A	CD96	CDH5	CKB	CLDN5	CLEC10A	CLEC14A	CLEC4A	COL14A1	COL15A1	COL1A1	COL3A1	COL4A1	COL6A3	COL8A1	COMP	CSF1R	CST3	CST7	CTGF	CTSK	CTSW	CXCL14	CXCR3	CXORF36	CYBB	CYYR1	DCN	DGKI	DIO2	DLL4	DPP4	EFEMP1	EGFL7	EMCN	ESAM	FAM109A	FBLN1	FBLN2	FBN1	FCER1A	FCGR1A	FCGR2A	FCGR2B	FCGR3A	FCN1	FGF7	FLT1	FNDC1	FOLR2	FPR1	GJA4	GNLY	GPR34	GZMA	GZMB	GZMH	GZMK	GZMM	HLA-DPA1	HLA-DQA1	HLA-DRA	HYAL1	IFNG	IGF1	IGFBP6	IGSF6	IL1B	IL1RN	IL2RG	IL32	ITGB3	ITGBL1	JDP2	KCNE4	KDR	KLRB1	KLRC1	LAT2	LCK	LDB2	LTB	LY86	LYZ	MARCH1	MATK	MEG3	MFAP4	MFAP5	MGP	MMP9	MMRN2	MNDA	MPEG1	MRC1	MS4A4A	MS4A6A	MS4A7	MSR1	MYCT1	NCF2	NKG7	NRIP3	OGN	OSCAR	P4HA3	PAGE2	PCDH12	PCDH17	PDGFRA	PDGFRL	PECAM1	PI16	PILRA	PLA2G2A	PLAC8	PLVAP	PODXL	POSTN	PRF1	PRSS23	PSTPIP1	PTPRB	PYHIN1	RAC2	RAMP2	RAMP3	RBP4	RBP7	RGS10	RHOH	ROBO4	S100A3	S100A8	S100A9	SAMD3	SDS	SERPINA1	SFRP2	SFRP4	SH2D1A	SIT1	SLAMF1	SLC37A2	SLCO2A1	SNX10	SOX18	SPARCL1	SPI1	SPOCK2	SPP1	SSPN	STC1	SUCNR1	SULT1B1	TAGLN	TBC1D10C	TCIRG1	THBS2	THBS4	THOP1	THY1	TIE1	TM4SF1	TM4SF18	TM4SF19	TNFAIP6	TNFRSF11A	TNFRSF18	TPSAB1	TRAF3IP3	TREM2	VSIG4	VWF	XCL1	XCL2
GSM717846	12.24624046	7.349112196	7.322694786	7.336843014	7.8734499625000005	7.525824099	9.919342568	7.524866993	7.630861173	7.935114763	7.298748618	7.423327502	7.700970439	7.280183682	7.369262128	7.58377487	7.292919804	7.269293787	7.258301521	7.4301463734999995	7.472738751	8.5700055215	7.43801449	7.462033703	7.294866226	7.297779329	7.488581302	7.334959689	7.367314954	7.846500236	8.171052792	7.319395457500001	7.630032138	7.336843014	12.83372769	7.327420635	7.32174752	7.365374852	7.35290865	7.334018009	7.464104607	9.854038994	7.414959981	7.360552901	7.299717033	7.328221718	7.347218914	7.346273323	10.04156757	7.467203297	7.3393247835	7.417048658	7.383118262	7.808083768	8.719652987	14.65247172	12.26321615	14.29380601	12.85474744	10.3952867765	11.57085802	7.657686782	13.59609821	7.401461896	14.14786646	8.093220248	7.665617145	7.378122393	7.358634379	7.290969907	7.373179276	7.281168551	9.569894416	7.791278389	7.7271608865	7.387149649	7.831896056	9.219277344	7.671896996	7.328364116	7.291945289	7.971010117	7.906801078	7.8446170055	9.830221203	7.324587047	7.385130298	7.302597563	7.3617253765	7.379117485	7.40559812	7.919833633	7.33213433	11.99965921	7.381113877	7.750087818	7.40767246	7.273265664	7.293893449	7.353860132	7.575769337	7.351958168	7.440112483	7.295838132	8.155759363	7.479490149	7.320799419	7.370238491	7.431717969	7.347218914	12.56108117	7.278211375	7.618322968	7.326476669	7.333076241	7.784037293	7.99350663	8.641493084	8.098627883	7.481519621	7.338726662	7.398371882	7.361514259	7.456840482	7.39529349	9.583583978	7.448492633	7.38011466	7.422279914	7.289993657	7.342992571	9.016584819	8.617851983	13.49449558	8.590801569	7.21956062	7.315092157	7.32174752	7.320799419	7.271281422	7.303580183499999	7.2855655895	7.373179276	7.40975053	7.701719145	7.625037495	7.19239282	9.021989722	7.34785039	7.392227819	7.423327502	7.370238491	7.278211375	7.314137835	10.7532224	7.615788641	7.493586225	7.640734582	7.3368496215	7.344383972	7.271281422	7.339668747	7.788654446	8.370998673	7.33024985	12.94948968	7.381113877	7.534383852	7.288509394	11.13430061	7.304545973	7.385130298	8.024068245	7.457880817	8.491620318	7.350059994	7.365374852	8.399506381	7.361514259	7.457880817	7.5567145015	7.381113877	7.389175976	7.40559812	8.135057742	7.58377487	8.174079393	7.294866226	7.265308373	7.454757511	7.537215602	7.793239515	7.32174752	7.418093892	7.453714943	7.706194221	8.112591515	8.929842326	7.271281422	7.431717969	11.423072279500001	7.373179276	7.406634804	12.1988248	7.365374852	8.768451908	12.81257934	7.540974717	13.89998973	7.328364116	7.328159250000001	8.608617007	7.347218914	7.261309487	7.325532158	7.402494296	7.311269553	7.439063581	7.358634379	7.365374852	7.328364116
GSM717847	10.29087837	7.415599028	7.301202757	7.333176867	7.8569415485	7.613841699	9.59528523	7.614833849	7.638286495	7.5481136445	7.347554179	7.427309225	7.98430541	7.253478727	7.324570114	7.666668683	7.309069133	7.239840152	7.265903173	7.440343883500001	8.256013883000001	9.7115989435	7.423780433	7.320723972	7.280193183	7.435581632	8.283086881	7.329356492	7.426131675	7.445077256	8.528632228	7.324546907	7.731753547	7.334131637	12.93582437	7.354359336	7.345624964	7.357306922	7.404079283	7.316858457	7.48748018	9.294359456	7.385141848	7.386228008	7.265903173	7.316727177500001	7.342740747	7.36127238	9.846790038	7.526996539	7.300987851	7.442700961	7.455771741	8.237291418	7.905022033	14.78393613	12.97460593	14.67836946	13.21421378	10.804738215	13.2947418	7.621745007	13.39010169	7.396167981	14.32627458	9.869237151	7.870056382	7.305145525	7.404079283	7.355339533	7.338908805	7.306128227	10.08990988	7.424955387	7.3295573025	7.373468559	7.559450695	9.730383246	7.451019928	7.315889033	7.275115289	7.918579253	9.234949177	7.963245646500001	10.13849021	7.328400544	7.402940587	7.3156151089999994	7.3751258195	7.410964223	7.384059633	8.120432752	7.329356492	13.72928422	7.413277531	7.994752046	7.341781499	7.27307611	7.326486872	7.451019928	7.590680948	7.281205309	7.405220616	7.243003774	7.664807683	7.415599028	7.272054809	7.393934959	7.40636451	7.360276942	11.72507	7.344662378	7.370371909	7.266931273	7.228158165	8.106076484	8.0936662	8.906186587	8.342281934	7.434397176	7.281205309	7.324570114	7.367308656	7.553060237	7.422606883	9.478390688	7.366294564	7.395049849	7.382981441	7.316858457	7.386865815	8.435290812	11.27498299	12.72694454	10.45883552	7.245107466	7.420264277	7.402940587	7.294257128	7.291262712	7.308869244	7.283713018	7.29922422	7.459331533	7.344662378	7.413277531	7.227089845	8.943240365	7.3512106045	7.453396396	7.461701833	7.352405456	7.288257733	7.303176529	10.54180604	7.535775037	7.568944812	7.621745007	7.339656272	7.325528933	7.357306922	7.334131637	7.435581632	10.00830717	7.280193183	12.46856636	7.658259642	7.348521008	7.297437356	9.744779524	7.275115289	7.515892944	7.682313189	7.393934959	8.426246717	7.354359336	7.311023719	8.561388735	7.386228008	7.393934959	7.6111777185000005	7.396167981	7.37243248	7.458145451	9.072627656	7.723150777	8.311871418	7.335086489	7.261779533	7.416762666	7.256599845	7.938484279	7.334131637	7.355339533	7.441513244	7.474673198	9.025065458	8.582340918	7.24405616	7.341781499	11.463126682	7.325528933	7.37555276	14.30056177	7.531397272	8.636708418	13.05408888	7.503508101	13.33178166	7.329356492	7.323092772000001	8.780846635	7.368326182	7.272054809	7.356322029	7.366294564	7.350459609	7.481682344	7.306128227	7.348521008	7.337952582
GSM717848	12.0293606	7.356692494	7.452638358	7.339215851	7.891471615	7.36042883	10.16320221	7.416002689	7.719487376	7.469563114	7.299833422	7.423170317	7.44588426	7.368500445	7.345323638	7.545487892	7.299155501	7.270672754	7.306722339	7.410680126	8.2327138825	9.144832086000001	7.483291495	7.418084001	7.274847379	7.395782692	7.532161965	7.301195232	7.32857688	7.403997102	7.70504781	7.2950995370000005	7.401700095	7.352924408	13.34621315	7.32857688	7.350651481	7.40903066	7.413892429	7.278499674	7.432441605	10.15264705	7.39456756	7.354434968	7.383770933	7.3505698165	7.297805619	7.327823275	10.33561133	7.427619899	7.3677455825	7.388321871	7.341506684	7.961406348	8.626780834	14.72973997	11.17474278	13.44582354	12.88638202	10.1697701975	11.76612426	7.481083947	13.53815153	7.492100029	14.86513287	11.54961517	7.501748953	7.341506684	7.401119791	7.307422243	7.450395984	7.270672754	11.38232334	7.674990967	7.701591833	7.451293797	7.770739706	11.01458328	7.792797356	7.299833422	7.26659027	7.810884963	9.953707064	8.916393814	9.693700525	7.324074885	7.398773596	7.3268739755	7.365593151000001	7.430045594	7.381100022	7.936949101	7.449946593	10.70142237	7.347610292	7.843929464	7.422668762	7.298479568	7.262598947	7.355188646	7.598729896	7.355941175	7.520483732	7.291174861	7.832751519	7.419114265	7.426640715	7.426149129	7.418084001	7.33768945	13.56681276	7.354434968	7.383108098	7.268911891	7.256508555	7.426149129	7.933567117	9.100393537	8.186998672	7.874871795	7.413892429	7.323329633	7.405695151	7.485937704	7.413892429	9.481474005	7.457999625	7.399951742	7.454427825	7.324821707	7.380189533	8.442066486	8.618495437	12.78310669	9.448256925	7.263163594	7.367050492	7.333120074	7.33768945	7.286650198	7.314727362499999	7.295800445999999	7.352924408	7.432917476	7.517445222	7.432917476	7.241486275	9.016949317	7.314983494	7.538621048	7.459783364	7.306024443	7.346086277	7.286011622	10.82394402	7.517879566	7.432917476	9.554998431	7.3834647755	7.305328552	7.327823275	7.339215851	7.558724897	8.826241169	7.388959642	12.75948392	7.455321468	7.477104946	7.2800121035	10.41900481	7.374207597	7.376305592	9.172986181	7.42115493	8.751822195	7.388959642	7.424666132	8.662870901	7.368500445	7.416002689	7.467959505	7.327823275	7.377690289	7.32110403	9.705828548	7.485055981	7.577780329	7.28222091	7.352167649	7.401700095	7.689295317	7.568488032	7.330087449	7.438550936	7.480642178	7.759405713	7.901395839	9.08831174	7.250113297	7.346086277	11.636419794	7.397585147	7.636252614	12.63358663	7.52221803	8.483853915	11.79479692	7.471788861	12.07533034	7.313812022	7.33998087	8.668095482	7.356692494	7.280972804	7.3706587	7.388959642	7.339215851	7.456214568	7.429079026	7.361912797	7.343033958
GSM717849	11.35946544	7.397760134	7.360455818	7.366747888	7.527600743	7.390984543	9.898465323	7.699195364	7.432815343	7.500354972	7.295641902	7.417332626	7.529047184	7.287916252	7.422202003	7.628195231	7.377010255	7.23169675	7.277342577	7.490870193499999	9.453800217	10.666921457499999	7.446127252	7.42694247	7.54006563	7.481111716	7.723699667	7.322846122	7.343389691	7.363623551	7.54839775	7.2991839355	7.55217738	7.362361515	13.00035077	7.337977653	7.338657422	7.273100347	7.450453066	7.251062092	7.456305083	8.623343499	7.349397511	7.391516933	7.320764305	7.327433916	7.348070625	7.32838095	9.892594312	7.426089407	7.3387097390000005	7.378177794	7.40904231	8.204002338	9.258711818	14.9372071	11.47744299	13.92704828	13.23072712	10.2075340865	12.63325452	7.54839775	13.42216635	7.42393985	13.78299653	9.717229687	7.533991403	7.41415912	7.425232531	7.307535593	7.27663605	7.483814442	12.13129333	7.494604079	7.353046377	7.424371742	7.370436046	12.02030232	7.459026727	7.309628801	7.29914578	8.085965638	10.21118151	9.1464601105	9.931175321	7.290025602	7.373455539	7.2891316855	7.4171585175	7.48844276	7.341367403	8.327296597	7.385552117	13.91903293	7.445731959	7.714851123	7.382759046	7.285101013	7.296343064	7.334566331	7.514932007	7.301945424	7.410454327	7.335933262	7.594917402	7.395190786	7.417781064	7.398775534	7.444940198	7.450453066	13.00767722	7.339336305	7.537409651	7.285805121	7.273807898	7.427367602	8.070644261	7.909726023	8.15267968	7.682356685	7.372855706	7.320764305	7.417332626	7.523332472	7.436917193	11.06653995	7.469892462	7.387749166	7.514167224	7.339336305	7.3764506364999995	9.394204932	10.95383619	12.28037215	8.529666929	7.305440696	7.401284146	7.371043968	7.311720331	7.29213318	7.295273571	7.280488506499999	7.284396706	7.386104453	7.360455818	7.413240949	7.173299272	8.744496274	7.3310749305	7.37991233	7.496911669	7.3186801	7.282987491	7.263172818	11.62988959	9.509358774	7.558968491	7.779867634	7.400636132500001	7.334566331	7.514932007	7.324232347	7.415980035	8.067089119	7.32838095	11.92189401	7.468729827	7.3186801	7.309566567	10.38744448	7.320069803	7.442554696	7.88238281	7.397760134	8.624175194	7.42176491	7.378758215	7.730401832	7.367984872	7.473378104	7.425890138	7.371043968	7.394150415	7.35660106	9.724819443	7.519516849	8.060552346	7.271684627	7.31102334	7.361727947	7.44809829	8.298542967	7.338657422	7.364878644	7.457860634	7.413240949	8.187811795	8.391963942	7.248203405	7.332510399	11.854555924	7.405212669	7.723699667	13.69577524	7.52942779	8.330821804	11.89599941	7.467179065	12.50578556	7.297744807	7.3341851855	7.459803919	7.387202963	7.2388882	7.335933262	7.404240077	7.23169675	7.45318889	7.379336389	7.343389691	7.384997707
GSM717850	11.29010919	7.401323887	7.37621814	7.336937781	7.781272931	7.385937814	10.5015294	7.531971004	7.473847138	7.5005914405	7.329941281	7.431590668	8.110466817	7.34524811	7.402963577	7.668169831	7.28123528	7.239361796	7.267074556	7.538087601	8.9455403845	9.969338075	7.431106143	7.450009318	7.225796732	7.432557476	7.47703593	7.326426249	7.322903798	7.356121904	7.425723546	7.340773587499999	7.427201536	7.381745087	13.33731721	7.332045558	7.33134458	7.339025392	7.418715639	7.220069737	7.480220748	8.836048917	7.313730692	7.347307024	7.315142286	7.282448638	7.351398386	7.325017999	9.280772428	7.450934919	7.360588562	7.404049615	7.416164615	7.845404852	7.531080242	15.18529035	12.23792829	14.45622384	13.64833402	10.519992897	12.21224232	7.615525507	13.41146485	7.478856313	14.64553131	10.64663468	7.636904124	7.341798982	7.396886616	7.358794397	7.399117263	7.334145537	11.8861886	7.741561279	7.2783952105	7.381138663	7.40674063	11.30770459	7.448618401	7.334145537	7.269908957	8.10814028	11.17241861	8.6410554405	10.34877632	7.360122834	7.34524811	7.286185542	7.404820127500001	7.413585868	7.343870992	7.669427958	7.394631133	13.01306452	7.369901918	7.834217721	7.317965361	7.238649032	7.322198669	7.329239005	7.526175187	7.298198364	7.532861439	7.304553844	7.927101848	7.430134792	8.182936633	7.379920083	7.434961928	7.372449419	13.00707543	7.354778179	7.401323887	7.254303052	7.234369781	7.374341865	8.096794281	7.956342902	8.149857041	7.791589898	7.382952271	7.274158335	7.362105263	7.511400559	7.422243309	10.54944526	7.472479297	7.310201485	7.458760511	7.371815102	7.355947414	10.10304665	11.12182457	12.36033025	9.019020282	7.27911285	7.368618134	7.32712994	7.279820386	7.255013364	7.270937421499999	7.265620185	7.319376792	7.417188268	7.374341865	7.393493823	7.210022919	8.901526575	7.323569633	7.444892548	7.451397247	7.235083313	7.32712994	7.30031712	11.30999264	7.704771958	7.443488267	8.526437154	7.3895616529999995	7.349357307	7.324313486	7.368618134	7.399671139	9.768006782	7.329941281	11.75731911	7.407807664	7.291840196	7.2708223995	10.24071079	7.332045558	7.424733801	7.644550386	7.392349996	8.933560667	7.37621814	7.427201536	7.668169831	7.317259605	7.467914564	7.456776178	7.378077717	7.320787956	7.320787956	8.572759302	7.614666105	7.731814148	7.328536341	7.291133536	7.325017999	7.336937781	7.508255093	7.309495598	7.420233561	7.437825153	7.433521366	7.78565139	7.975101944	7.276282088	7.312319051	12.129591185999999	7.388878376	7.796328044	13.75286279	7.393493823	8.28307572	12.64516158	7.484309667	12.35560196	7.266365761	7.3253698675	7.730592525	7.373081999	7.255013364	7.350038718	7.389461237	7.30031712	7.437349533	7.344559987	7.332045558	7.322198669
GSM717851	11.33680835	7.432973776	7.39679424	7.39510447	7.5112327275	7.332255215	10.21136324	7.57836388	7.438858478	7.428601359	7.358559005	7.381505775	7.434798912	7.264257364	7.390507446	7.657125539	7.263524709	7.262059176	7.24811922	7.600022199	9.0869637075	10.144698829500001	7.431595707	7.429745268	7.401213995	7.407098838	7.773534669	7.335883647	7.324232198	7.39510447	7.520237375	7.3244736669999995	7.502038238	7.359932435	13.83315782	7.333708353	7.299369546	7.32057538	7.459355812	7.299369546	7.479903391	9.128767432	7.370669601	7.325693813	7.331527851	7.288427051499999	7.340215462	7.334434068	10.43139037	7.422658638	7.3194324855	7.333708353	7.414297631	8.415031815	7.84521713	14.84304598	11.35710662	13.68921097	13.20057506	10.014597386	11.22735052	7.883559173	13.40136551	7.4192621	13.95598247	9.68030795	7.540434593	7.332255215	7.38212229	7.370669601	7.368029955	7.356487217	12.09377859	7.563416973	7.366117469000001	7.372628084	7.401213995	11.93517453	7.433431348	7.284017066	7.305217708	7.997183253	10.78431274	8.710871945000001	10.01476588	7.28547953	7.381505775	7.2935174445	7.386239184	7.413287729	7.35370423	8.039832733	7.32642426	13.3953385	7.37584971	7.777349794	7.36935374	7.278897454	7.284748311	7.385771187	7.540854003	7.343802474	7.467073668	7.325693813	8.292552074	7.400668197	8.781920123	7.419751116	7.420238842	7.481184021	13.29745943	7.312529314	7.353004985	7.30741097	7.183581633	7.401213995	8.059293781	7.913336954	8.167834734	7.700933887	7.382736385	7.301562544	7.410221782	7.478195212	7.395669744	11.06490822	7.450301279	7.359246514	7.455487089	7.355098577	7.3745043325	9.399651844	10.32441512	11.93762828	9.114055114	7.30741097	7.41073664	7.348074155	7.334434068	7.304486651	7.3073674255	7.323743053499999	7.318380607	7.401213995	7.314723294	7.376487432	7.191831685	8.734184663	7.319816014500001	7.418771779	7.51812624	7.356487217	7.30010054	7.267187276	11.51203191	8.28403634	7.565913481	8.240423657	7.418660786	7.332982058	7.440198535	7.305217708	7.392822815	8.727845729	7.297907565	11.72558511	7.443743917	7.345230599	7.3025351415	10.74441116	7.292790556	7.4192621	7.726048987	7.386968787	8.686851886	7.394537158	7.415801585	8.212628914	7.385168925	7.478622329	7.3605805965	7.372628084	7.311798046	7.359932435	8.27432598	7.55758355	7.969432541	7.283285791	7.355098577	7.39510447	7.452467026	8.738606153	7.305948779	7.388157272	7.435253095	7.410221782	7.884282203	8.092098014	7.264989946	7.348074155	11.9124417455	7.339495425	7.841526208	13.36069465	7.348782235	8.558148425	12.34356142	7.479903391	12.48880145	7.266454901	7.331886487	7.520237375	7.340934659	7.226022615	7.261326294	7.38756416	7.309604404	7.464502719	7.361980401	7.355793624	7.427410017
GSM717852	11.10528842	7.39722184	7.354025829	7.37867285	7.546464989	7.457483411	9.875394672	7.51271774	7.58667618	7.921461559	7.338133067	7.424474059	8.075270218	7.31527221	7.333624404	7.601621333	7.275733033	7.246474018	7.254547085	7.514889846	8.9706609615	9.681066982499999	7.408271811	7.41574481	7.235283411	7.388763595	7.674909693	7.350237678	7.375005108	7.417768205	7.523885501	7.331877265	7.661519068	7.343419782	13.06561247	7.35629627	7.305413461	7.275106096	7.423137294	7.291194627	7.367582827	9.569326474	7.342663275	7.276361313	7.285950311	7.3016272445	7.306802881	7.348721872	9.985205793	7.485099851	7.362560716	7.408954959	7.380857297	9.117162388	9.547260176	15.25908961	12.95382417	13.68266239	13.4840331	10.9477871715	14.06991951	7.598376334	13.60734723	7.397919618	14.74116326	9.940649922	7.762076513	7.279523043	7.392307603	7.338133067	7.381582659	7.314557643	11.74697324	7.652562669	7.359180801	7.360073029	7.435765323	11.33626318	7.517974308	7.271991355	7.275106096	7.847593553	11.04931912	8.919342436	9.97544943	7.368329561	7.391601137	7.2957333045	7.3986083285	7.439067207	7.383029294	8.185218074	7.414392577	13.02804838	7.350237678	7.794581886	7.406903069	7.278254262	7.35629627	7.423805933	7.56515821	7.313133338	7.599025514	7.347206216	7.598376334	7.436426255	7.449599002	7.373529292	7.426475477	7.421798426	12.77287333	7.372048888	7.43046609	7.28790609	7.245905286	7.4184414	8.056129481	9.474311001	8.373081409	8.004594518	7.275733033	7.311008896	7.351753324	7.51534626	7.36158032	10.648624	7.411679717	7.419785963	7.475233906	7.390184732	7.3904222404999995	9.350179619	10.82161292	12.58160056	10.91846969	7.313133338	7.290534006	7.375005108	7.274480496	7.310303937	7.2699241655	7.2863055785	7.304030279	7.387337606	7.393012932	7.399312128	7.235834197	9.031638555	7.313429709999999	7.308198572	7.465370526	7.277621922	7.285950311	7.275733033	11.41465929	7.930505482	7.631362912	8.74575896	7.4278045105	7.318146663	7.380857297	7.349479775	7.377209654	9.77303848	7.302653303	12.3611294	7.375741213	7.318146663	7.309946452	9.447436047	7.318146663	7.431793023	7.506144634	7.400700672	8.702662453	7.399312128	7.417094383	8.36915943	7.365337504	7.43378068	7.442361480500001	7.38013055	7.399312128	7.737268095	9.641803785	7.567770742	8.287477342	7.308198572	7.266466766	7.343419782	7.291856715	7.916148208	7.333624404	7.480495584	7.44894175	7.372048888	9.259095526	8.600237077	7.226582162	7.368329561	11.4813196555	7.423137294	7.523228842	13.76154576	7.36158032	8.457195594	11.89164453	7.524542123	12.68923696	7.249333181	7.314192066	8.46905649	7.30196713	7.311008896	7.338886846	7.381582659	7.377209654	7.44236299	7.395122239	7.395823165	7.43378068
GSM717853	11.39118146	7.501856496	7.377529765	7.351395567	8.0162630585	7.364518839	10.48135257	7.609183637	7.519968756	7.48517528	7.291257848	7.395155594	7.883238887	7.320562618	7.363830958	7.619685278	7.309906785	7.219591352	7.326920445	7.455366586	9.234041467	10.264628517	7.459812481	7.380254772	7.755311246	7.319146149	7.441618081	7.405232122	7.379573978	7.283298515	7.659848537	7.320853873	7.60507998	7.352089098	13.27867171	7.335356388	7.37889288	7.307766625	7.460458269	7.253259251	7.415242277	9.127054641	7.385011809	7.311331886	7.35486006	7.294825342999999	7.340255819	7.358316675	10.25127156	7.411246124	7.376267614	7.35070172	7.317018967	7.853125701	7.811168867	14.5896235	10.81504941	13.69127992	13.51121811	10.7982160205	12.23459589	7.461103783	13.22534622	7.388400599	14.2120705	10.5376605	7.497452032	7.355552012	7.412579343	7.345835899	7.36795358	7.380254772	12.29881628	7.427168072	7.321170245	7.444230656	7.439001006	11.55969462	7.421216873	7.249554983	7.29702039	7.964140648	9.839289155	9.044703171	10.17751298	7.299893489	7.35624365	7.3031937095	7.4050191145	7.370010705	7.344442798	8.039627186	7.379573978	12.98465019	7.363830958	7.64676881	7.394481444	7.300610916	7.273837982	7.323391602	7.570644964	7.304908382	7.479705386	7.321977769	8.45519633	7.458520081	9.730523879	7.418564397	7.415242277	7.335356388	12.9904719	7.299893489	7.518726543	7.278211699	7.201325553	7.385690172	8.096746501	7.787927141	8.210443518	7.87441496	7.408576172	7.249554983	7.401880697	7.559192663	7.41922795	11.12548131	7.449442371	7.329033824	7.532335352	7.361076317	7.3564847525	9.344450743	10.7304993	11.60682913	8.703678779	7.34304842	7.309193733	7.343745769	7.319146149	7.290535992	7.2330946755	7.3249265925	7.377529765	7.35070172	7.332549606	7.354167793	7.193649558	8.871700078	7.3229692125	7.337458079	7.498711753	7.309193733	7.282572868	7.333953645	11.8704973	9.530614729	7.511251858	7.694556042	7.3717449685	7.335356388	7.481616756	7.367267253	7.395829445	9.345570387	7.319854549	11.55596071	7.542156664	7.287645135	7.2944708755	10.06241996	7.315599191	7.439655697	8.216342705	7.346531971	9.003456404	7.361765445	7.409911734	8.187015075	7.376165428	7.446838748	7.507912854000001	7.387045989	7.42187927	7.340954451	8.031225672	7.606840047	7.962749696	7.307052568	7.259167369	7.270183581	7.338157997	7.743567426	7.363142766	7.401209525	7.437690776	7.512500195	7.906521742	8.311799508	7.242119258	7.324098027	11.810277458	7.366580615	7.642765567	13.78147622	7.435723312	8.439351344	12.59442542	7.518105055	13.4234829	7.296301266	7.353434795	7.402551574	7.352782312	7.22261443	7.352782312	7.367267253	7.287645135	7.532335352	7.405232122	7.307766625	7.406570625
GSM717854	11.60828986	7.419282631	7.398495937	7.362600941	7.607319488	7.367098611	9.919490809	7.895017472	7.490378405	7.4328459595	7.291513896	7.378545898	7.915169477	7.354405037	7.323908082	7.7101107	7.323908082	7.247055752	7.263018029	7.4169864745	9.277724452	10.369207099499999	7.419282631	7.355321028	7.306628054	7.629482922	8.160597703	7.347041295	7.381127508	7.392018857	7.701344961	7.2806015525	7.425173124	7.326672917	13.0945983	7.358972445	7.350730318	7.382834405	7.417792837	7.303043196	7.409464249	8.877000317	7.362600941	7.24124659	7.271543544	7.3005716345	7.352569708	7.30125747	9.64271537	7.422241236	7.406085263	7.357149365	7.438780251	8.730731659	8.285876133	15.01876206	11.38654705	14.1789218	13.48474773	10.428010595	9.812235161	7.466249859	13.56495825	7.417045234	14.27183438	10.15462581	7.523324428	7.347041295	7.37767991	7.271543544	7.364405418	7.337781901	11.8536758	7.392837451	7.2948454730000005	7.445071915	7.45471169	11.48349839	7.434535223	7.313852456	7.253740752	8.050457604	11.19158462	8.5445675655	9.819349042	7.268976374	7.419282631	7.319056124	7.314844099	7.40869512	7.295926642	8.230613247	7.329444473	13.36097893	7.332220985	7.742998718	7.416295795	7.260477685	7.315670168	7.304833378	7.456758715	7.350730318	7.523324428	7.277566412	9.025192099	7.460158846	8.52245092	7.418538628	7.452658775	7.420024869	13.29208151	7.298587152	7.485713827	7.306628054	7.205452555	7.421504148	8.008892896	8.238571351	8.199648579	7.714766651	7.374190176	7.26217038	7.375066366	7.527234704	7.371547368	10.96607291	7.386213358	7.340562857	7.464898985	7.345192637	7.3803792774999994	9.784804905	11.41849601	11.24140692	10.2005727	7.302149778	7.36530501	7.383683472	7.30125747	7.286253203	7.2623224425	7.268436251	7.295041963	7.378545898	7.375940088	7.367098611	7.233829306	8.780970121	7.341689638	7.445071915	7.510223723	7.318405592	7.290634518	7.265566245	11.90930726	8.988391478	7.815612159	8.197504771	7.3889797665	7.347041295	7.474331301	7.360789794	7.410996295	7.87039039	7.318405592	11.95302446	7.440185857	7.409464249	7.2721786855	10.3365681	7.31658079	7.417045234	7.507591227	7.454028067	9.117937034	7.380269752	7.40869512	8.545840852	7.400884025	7.442286056	7.432919889	7.359881865	7.342415854	7.308427262	9.398533443	7.52462887	7.615344366	7.27240112	7.298587152	7.409464249	7.431679915	8.459823813	7.276703142	7.420024869	7.497019661	7.547936239	8.386563229	8.196217055	7.219151606	7.355321028	11.940327219	7.324828837	7.930500125	13.53660082	7.718829773	8.203072488	11.90708264	7.458120402	12.68830973	7.27843065	7.341025435000001	8.160158225	7.295926642	7.228914659	7.289756185	7.39769508	7.347964679	7.422976654	7.391197625	7.410231299	7.36620276
